time_from_start,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,angular_acc_x,angular_acc_y,angular_acc_z,angular_jerk_x,angular_jerk_y,angular_jerk_z,angular_snap_x,angular_snap_y,angular_snap_z,heading,heading_rate,heading_acc
1.94574699,-6.79766113,19.99999763,3,10.02792117,0,0,0.2412465,0,0,1.26011203,0,0,1.75085434,0,0,0.99992444,0,0.01229316,0,0,0.12829204,0,0,0,0,0,0,0,0,0,0,0,0,0
1.96574699,-6.59705277,19.99999763,3,10.03300038,0,0,0.26678299,0,0,1.29274614,0,0,1.51355205,0,0,0.9999076,0,0.01359373,0,0,0.13160093,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98574699,-6.39633767,19.99999763,3,10.03859653,0,0,0.2929251,0,0,1.32069373,0,0,1.28219325,0,0,0.99988862,0,0.01492493,0,0,0.13442929,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00574699,-6.19550539,19.99999763,3,10.04472081,0,0,0.31958028,0,0,1.34407315,0,0,1.05672602,0,0,0.99986744,0,0.01628202,0,0,0.1367892,0,0,0,0,0,0,0,0,0,0,0,0,0
2.02574699,-5.99454526,19.99999763,3,10.05138256,0,0,0.34665835,0,0,1.3630017,0,0,0.83709843,0,0,0.99984404,0,0.01766035,0,0,0.13869268,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04574699,-5.79344645,19.99999763,3,10.05858937,0,0,0.37407145,0,0,1.37759567,0,0,0.62325856,0,0,0.99981843,0,0.01905544,0,0,0.14015172,0,0,0,0,0,0,0,0,0,0,0,0,0
2.06574699,-5.59219801,19.99999763,3,10.06634708,0,0,0.40173405,0,0,1.38797028,0,0,0.41515449,0,0,0.99979061,0,0.02046288,0,0,0.14117827,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08574699,-5.39078887,19.99999763,3,10.07465984,0,0,0.4295629,0,0,1.39423974,0,0,0.21273431,0,0,0.99976064,0,0.02187841,0,0,0.14178422,0,0,0,0,0,0,0,0,0,0,0,0,0
2.10574699,-5.1892079,19.99999763,3,10.08353017,0,0,0.45747703,0,0,1.3965172,0,0,0.01594609,0,0,0.99972857,0,0.02329788,0,0,0.14198142,0,0,0,0,0,0,0,0,0,0,0,0,0
2.12574699,-4.98744394,19.99999763,3,10.09295897,0,0,0.48539772,0,0,1.39491479,0,0,-0.1752621,0,0,0.99969448,0,0.02471727,0,0,0.14178167,0,0,0,0,0,0,0,0,0,0,0,0,0
2.14574699,-4.78548582,19.99999763,3,10.10294561,0,0,0.51324849,0,0,1.38954357,0,0,-0.36094216,0,0,0.99965848,0,0.02613265,0,0,0.14119671,0,0,0,0,0,0,0,0,0,0,0,0,0
2.16574699,-4.58332241,19.99999763,3,10.11348794,0,0,0.54095507,0,0,1.38051361,0,0,-0.54114602,0,0,0.9996207,0,0.02754024,0,0,0.1402382,0,0,0,0,0,0,0,0,0,0,0,0,0
2.18574699,-4.38094262,19.99999763,3,10.12458237,0,0,0.56844537,0,0,1.36793389,0,0,-0.71592561,0,0,0.99958126,0,0.02893635,0,0,0.13891777,0,0,0,0,0,0,0,0,0,0,0,0,0
2.20574699,-4.17833547,19.99999763,3,10.13622385,0,0,0.59564948,0,0,1.3519124,0,0,-0.88533284,0,0,0.99954032,0,0.03031743,0,0,0.13724693,0,0,0,0,0,0,0,0,0,0,0,0,0
2.22574699,-3.97549006,19.99999763,3,10.14840599,0,0,0.62249964,0,0,1.33255605,0,0,-1.04941963,0,0,0.99949806,0,0.03168003,0,0,0.13523713,0,0,0,0,0,0,0,0,0,0,0,0,0
2.24574699,-3.77239567,19.99999763,3,10.16112104,0,0,0.6489302,0,0,1.30997074,0,0,-1.2082379,0,0,0.99945466,0,0.03302081,0,0,0.13289973,0,0,0,0,0,0,0,0,0,0,0,0,0
2.26574699,-3.56904173,19.99999763,3,10.17435997,0,0,0.67487764,0,0,1.28426131,0,0,-1.36183958,0,0,0.99941033,0,0.03433657,0,0,0.13024596,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28574699,-3.36541785,19.99999763,3,10.18811251,0,0,0.70028051,0,0,1.25553158,0,0,-1.51027659,0,0,0.99936526,0,0.0356242,0,0,0.12728697,0,0,0,0,0,0,0,0,0,0,0,0,0
2.30574699,-3.16151388,19.99999763,3,10.20236717,0,0,0.72507945,0,0,1.22388433,0,0,-1.65360084,0,0,0.99931968,0,0.0368807,0,0,0.12403378,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32574699,-2.9573199,19.99999763,3,10.21711128,0,0,0.74921712,0,0,1.18942129,0,0,-1.79186425,0,0,0.99927381,0,0.03810319,0,0,0.12049728,0,0,0,0,0,0,0,0,0,0,0,0,0
2.34574699,-2.75282626,19.99999763,3,10.23233107,0,0,0.7726382,0,0,1.15224315,0,0,-1.92511875,0,0,0.99922789,0,0.03928889,0,0,0.11668822,0,0,0,0,0,0,0,0,0,0,0,0,0
2.36574699,-2.54802358,19.99999763,3,10.24801168,0,0,0.79528941,0,0,1.11244959,0,0,-2.05341626,0,0,0.99918216,0,0.04043515,0,0,0.11261722,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38574699,-2.34290282,19.99999763,3,10.26413718,0,0,0.81711941,0,0,1.0701392,0,0,-2.1768087,0,0,0.99913687,0,0.0415394,0,0,0.10829475,0,0,0,0,0,0,0,0,0,0,0,0,0
2.40574699,-2.13745524,19.99999763,3,10.28069065,0,0,0.83807885,0,0,1.02540959,0,0,-2.29534798,0,0,0.99909224,0,0.04259918,0,0,0.10373112,0,0,0,0,0,0,0,0,0,0,0,0,0
2.42574699,-1.93167246,19.99999763,3,10.29765421,0,0,0.85812031,0,0,0.97835729,0,0,-2.40908604,0,0,0.99904854,0,0.04361214,0,0,0.09893646,0,0,0,0,0,0,0,0,0,0,0,0,0
2.44574699,-1.72554647,19.99999763,3,10.31500904,0,0,0.87719829,0,0,0.92907781,0,0,-2.51807478,0,0,0.99900599,0,0.04457602,0,0,0.09392077,0,0,0,0,0,0,0,0,0,0,0,0,0
2.46574699,-1.51906962,19.99999763,3,10.33273543,0,0,0.8952692,0,0,0.87766562,0,0,-2.62236614,0,0,0.99896485,0,0.04548869,0,0,0.08869386,0,0,0,0,0,0,0,0,0,0,0,0,0
2.48574699,-1.31223471,19.99999763,3,10.35081281,0,0,0.91229132,0,0,0.82421414,0,0,-2.72201203,0,0,0.99892535,0,0.04634807,0,0,0.08326536,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50574699,-1.10503491,19.99999763,3,10.36921982,0,0,0.92822479,0,0,0.76881576,0,0,-2.81706436,0,0,0.99888772,0,0.04715221,0,0,0.07764472,0,0,0,0,0,0,0,0,0,0,0,0,0
2.52574699,-0.89746387,19.99999763,3,10.38793429,0,0,0.94303158,0,0,0.71156184,0,0,-2.90757507,0,0,0.99885217,0,0.04789924,0,0,0.07184124,0,0,0,0,0,0,0,0,0,0,0,0,0
2.54574699,-0.68951565,19.99999763,3,10.40693333,0,0,0.95667549,0,0,0.65254269,0,0,-2.99359608,0,0,0.99881894,0,0.04858738,0,0,0.065864,0,0,0,0,0,0,0,0,0,0,0,0,0
2.56574699,-0.48118479,19.99999763,3,10.42619333,0,0,0.96912212,0,0,0.59184758,0,0,-3.07517929,0,0,0.99878821,0,0.04921496,0,0,0.05972194,0,0,0,0,0,0,0,0,0,0,0,0,0
2.58574699,-0.27246633,19.99999763,3,10.44569002,0,0,0.98033881,0,0,0.52956476,0,0,-3.15237665,0,0,0.99876019,0,0.04978038,0,0,0.05342379,0,0,0,0,0,0,0,0,0,0,0,0,0
2.60574699,-0.06335578,19.99999763,3,10.46539848,0,0,0.9902947,0,0,0.46578141,0,0,-3.22524005,0,0,0.99873505,0,0.05028212,0,0,0.04697812,0,0,0,0,0,0,0,0,0,0,0,0,0
2.62574699,0.14615085,19.99999763,3,10.4852932,0,0,0.99896064,0,0,0.4005837,0,0,-3.29382143,0,0,0.99871298,0,0.05071875,0,0,0.04039332,0,0,0,0,0,0,0,0,0,0,0,0,0
2.64574699,0.35605702,19.99999763,3,10.50534812,0,0,1.00630919,0,0,0.33405675,0,0,-3.35817271,0,0,0.99869411,0,0.05108894,0,0,0.03367761,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66574699,0.56636566,19.99999763,3,10.52553662,0,0,1.01231461,0,0,0.26628465,0,0,-3.41834581,0,0,0.99867859,0,0.05139143,0,0,0.02683905,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68574699,0.77707919,19.99999763,3,10.54583159,0,0,1.01695283,0,0,0.19735043,0,0,-3.47439264,0,0,0.99866654,0,0.05162502,0,0,0.01988551,0,0,0,0,0,0,0,0,0,0,0,0,0
2.70574699,0.98819945,19.99999763,3,10.56620547,0,0,1.02020143,0,0,0.1273361,0,0,-3.52636513,0,0,0.99865807,0,0.05178861,0,0,0.01282475,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72574699,1.19972775,19.99999763,3,10.58663024,0,0,1.02203961,0,0,0.05632264,0,0,-3.5743152,0,0,0.99865327,0,0.05188117,0,0,0.00566434,0,0,0,0,0,0,0,0,0,0,0,0,0
2.74574699,1.41166481,19.99999763,3,10.60707752,0,0,1.0224482,0,0,-0.01561003,0,0,-3.61829477,0,0,0.9986522,0,0.05190174,0,0,-0.00158828,0,0,0,0,0,0,0,0,0,0,0,0,0
2.76574699,1.62401081,19.99999763,3,10.62751852,0,0,1.02140961,0,0,-0.08838303,0,0,-3.65835576,0,0,0.99865491,0,0.05184944,0,0,-0.00892581,0,0,0,0,0,0,0,0,0,0,0,0,0
2.78574699,1.83676532,19.99999763,3,10.64792415,0,0,1.0189078,0,0,-0.16191849,0,0,-3.69455008,0,0,0.99866145,0,0.05172346,0,0,-0.01634107,0,0,0,0,0,0,0,0,0,0,0,0,0
2.80574699,2.04992734,19.99999763,3,10.66826498,0,0,1.0149283,0,0,-0.2361396,0,0,-3.72692967,0,0,0.99867181,0,0.05152306,0,0,-0.02382701,0,0,0,0,0,0,0,0,0,0,0,0,0
2.82574699,2.26349529,19.99999763,3,10.68851134,0,0,1.00945815,0,0,-0.31097059,0,0,-3.75554645,0,0,0.99868598,0,0.05124756,0,0,-0.03137669,0,0,0,0,0,0,0,0,0,0,0,0,0
2.84574699,2.47746697,19.99999763,3,10.7086333,0,0,1.00248591,0,0,-0.38633672,0,0,-3.78045232,0,0,0.99870394,0,0.05089635,0,0,-0.03898328,0,0,0,0,0,0,0,0,0,0,0,0,0
2.86574699,2.69183959,19.99999763,3,10.7286007,0,0,0.99400161,0,0,-0.46216429,0,0,-3.80169922,0,0,0.99872563,0,0.0504689,0,0,-0.04664003,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88574699,2.90660976,19.99999763,3,10.74838322,0,0,0.98399674,0,0,-0.53838064,0,0,-3.81933906,0,0,0.99875098,0,0.04996474,0,0,-0.05434029,0,0,0,0,0,0,0,0,0,0,0,0,0
2.90574699,3.12177348,19.99999763,3,10.76795038,0,0,0.97246427,0,0,-0.61491415,0,0,-3.83342377,0,0,0.99877989,0,0.04938345,0,0,-0.06207748,0,0,0,0,0,0,0,0,0,0,0,0,0
2.92574699,3.33732614,19.99999763,3,10.78727157,0,0,0.95939853,0,0,-0.69169423,0,0,-3.84400526,0,0,0.99881225,0,0.0487247,0,0,-0.0698451,0,0,0,0,0,0,0,0,0,0,0,0,0
2.94574699,3.5532625,19.99999763,3,10.80631608,0,0,0.94479532,0,0,-0.76865135,0,0,-3.85113546,0,0,0.9988479,0,0.0479882,0,0,-0.07763669,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96574699,3.76957673,19.99999763,3,10.82505311,0,0,0.92865176,0,0,-0.84571699,0,0,-3.85486628,0,0,0.9988867,0,0.04717375,0,0,-0.08544587,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98574699,3.98626237,19.99999763,3,10.84345187,0,0,0.91096636,0,0,-0.92282369,0,0,-3.85524965,0,0,0.99892845,0,0.04628119,0,0,-0.09326627,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00574699,4.20331234,19.99999763,3,10.86148149,0,0,0.89173898,0,0,-0.99990501,0,0,-3.85233749,0,0,0.99897296,0,0.04531042,0,0,-0.10109156,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02574699,4.42071896,19.99999763,3,10.87911115,0,0,0.87097077,0,0,-1.07689556,0,0,-3.84618171,0,0,0.99901998,0,0.04426143,0,0,-0.10891546,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04574699,4.63847392,19.99999763,3,10.89631006,0,0,0.84866419,0,0,-1.153731,0,0,-3.83683425,0,0,0.99906929,0,0.04313424,0,0,-0.11673168,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06574699,4.85656829,19.99999763,3,10.91304749,0,0,0.82482298,0,0,-1.230348,0,0,-3.82434701,0,0,0.99912059,0,0.04192896,0,0,-0.12453396,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08574699,5.07499254,19.99999763,3,10.92929279,0,0,0.79945214,0,0,-1.30668429,0,0,-3.80877193,0,0,0.99917362,0,0.04064575,0,0,-0.13231604,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10574699,5.29373652,19.99999763,3,10.94501542,0,0,0.77255789,0,0,-1.38267864,0,0,-3.79016091,0,0,0.99922805,0,0.03928483,0,0,-0.14007163,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12574699,5.51278947,19.99999763,3,10.96018499,0,0,0.74414768,0,0,-1.45827083,0,0,-3.76856589,0,0,0.99928357,0,0.03784648,0,0,-0.14779449,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14574699,5.73214003,19.99999763,3,10.97477128,0,0,0.71423014,0,0,-1.53340172,0,0,-3.74403878,0,0,0.99933981,0,0.03633105,0,0,-0.15547832,0,0,0,0,0,0,0,0,0,0,0,0,0
3.16574699,5.95177623,19.99999763,3,10.98874422,0,0,0.68281507,0,0,-1.60801318,0,0,-3.7166315,0,0,0.99939642,0,0.03473896,0,0,-0.16311681,0,0,0,0,0,0,0,0,0,0,0,0,0
3.18574699,6.17168551,19.99999763,3,11.00207397,0,0,0.64991345,0,0,-1.68204813,0,0,-3.68639597,0,0,0.99945302,0,0.03307068,0,0,-0.17070367,0,0,0,0,0,0,0,0,0,0,0,0,0
3.20574699,6.3918547,19.99999763,3,11.01473092,0,0,0.61553736,0,0,-1.75545051,0,0,-3.65338412,0,0,0.9995092,0,0.03132675,0,0,-0.17823253,0,0,0,0,0,0,0,0,0,0,0,0,0
3.22574699,6.61227006,19.99999763,3,11.02668572,0,0,0.57970002,0,0,-1.82816533,0,0,-3.61764786,0,0,0.99956455,0,0.02950778,0,0,-0.18569705,0,0,0,0,0,0,0,0,0,0,0,0,0
3.24574699,6.83291726,19.99999763,3,11.03790928,0,0,0.5424157,0,0,-1.90013861,0,0,-3.57923912,0,0,0.99961865,0,0.02761443,0,0,-0.19309083,0,0,0,0,0,0,0,0,0,0,0,0,0
3.26574699,7.05378137,19.99999763,3,11.04837281,0,0,0.50369977,0,0,-1.97131743,0,0,-3.53820982,0,0,0.99967105,0,0.02564743,0,0,-0.20040748,0,0,0,0,0,0,0,0,0,0,0,0,0
3.28574699,7.27484691,19.99999763,3,11.05804783,0,0,0.46356864,0,0,-2.04164988,0,0,-3.49461187,0,0,0.9997213,0,0.0236076,0,0,-0.20764056,0,0,0,0,0,0,0,0,0,0,0,0,0
3.30574699,7.49609784,19.99999763,3,11.06690623,0,0,0.42203975,0,0,-2.11108512,0,0,-3.44849719,0,0,0.99976894,0,0.02149578,0,0,-0.21478362,0,0,0,0,0,0,0,0,0,0,0,0,0
3.32574699,7.71751753,19.99999763,3,11.07492023,0,0,0.37913155,0,0,-2.17957334,0,0,-3.39991772,0,0,0.99981349,0,0.01931292,0,0,-0.22183022,0,0,0,0,0,0,0,0,0,0,0,0,0
3.34574699,7.93908883,19.99999763,3,11.08206243,0,0,0.33486346,0,0,-2.24706575,0,0,-3.34892536,0,0,0.99985447,0,0.01706,0,0,-0.22877387,0,0,0,0,0,0,0,0,0,0,0,0,0
3.36574699,8.16079404,19.99999763,3,11.08830584,0,0,0.28925588,0,0,-2.31351461,0,0,-3.29557205,0,0,0.99989139,0,0.01473811,0,0,-0.2356081,0,0,0,0,0,0,0,0,0,0,0,0,0
3.38574699,8.3826149,19.99999763,3,11.09362388,0,0,0.24233014,0,0,-2.37887323,0,0,-3.23990969,0,0,0.99992376,0,0.01234835,0,0,-0.24232645,0,0,0,0,0,0,0,0,0,0,0,0,0
3.40574699,8.60453265,19.99999763,3,11.0979904,0,0,0.19410852,0,0,-2.44309595,0,0,-3.18199021,0,0,0.99995107,0,0.00989195,0,0,-0.24892245,0,0,0,0,0,0,0,0,0,0,0,0,0
3.42574699,8.826528,19.99999763,3,11.10137973,0,0,0.14461418,0,0,-2.50613814,0,0,-3.12186553,0,0,0.99997284,0,0.00737015,0,0,-0.25538966,0,0,0,0,0,0,0,0,0,0,0,0,0
3.44574699,9.04858115,19.99999763,3,11.10376665,0,0,0.09387116,0,0,-2.56795622,0,0,-3.05958758,0,0,0.99998856,0,0.0047843,0,0,-0.26172167,0,0,0,0,0,0,0,0,0,0,0,0,0
3.46574699,9.27067182,19.99999763,3,11.10512642,0,0,0.04190437,0,0,-2.62850764,0,0,-2.99520827,0,0,0.99999772,0,0.00213578,0,0,-0.26791212,0,0,0,0,0,0,0,0,0,0,0,0,0
3.48574699,9.4927792,19.99999763,3,11.10543483,0,0,-0.01126043,0,0,-2.68775089,0,0,-2.92877952,0,0,0.99999984,0,-0.00057393,0,0,-0.27395467,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50574699,9.71488204,19.99999763,3,11.10466819,0,0,-0.06559667,0,0,-2.7456455,0,0,-2.86035325,0,0,0.99999441,0,-0.0033433,0,0,-0.27984308,0,0,0,0,0,0,0,0,0,0,0,0,0
3.52574699,9.93695861,19.99999763,3,11.10280334,0,0,-0.12107699,0,0,-2.80215204,0,0,-2.78998139,0,0,0.99998096,0,-0.00617075,0,0,-0.28557117,0,0,0,0,0,0,0,0,0,0,0,0,0
3.54574699,10.1589867,19.99999763,3,11.09981767,0,0,-0.17767324,0,0,-2.85723213,0,0,-2.71771585,0,0,0.99995901,0,-0.00905461,0,0,-0.29113286,0,0,0,0,0,0,0,0,0,0,0,0,0
3.56574699,10.3809437,19.99999763,3,11.09568916,0,0,-0.23535652,0,0,-2.9108484,0,0,-2.64360856,0,0,0.99992808,0,-0.01199316,0,0,-0.29652217,0,0,0,0,0,0,0,0,0,0,0,0,0
3.58574699,10.60280651,19.99999763,3,11.09039636,0,0,-0.29409718,0,0,-2.96296454,0,0,-2.56771143,0,0,0.99988772,0,-0.01498461,0,0,-0.30173325,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60574699,10.82455165,19.99999763,3,11.08391843,0,0,-0.35386487,0,0,-3.01354527,0,0,-2.49007639,0,0,0.9998375,0,-0.01802713,0,0,-0.30676038,0,0,0,0,0,0,0,0,0,0,0,0,0
3.62574699,11.04615521,19.99999763,3,11.07623513,0,0,-0.41462853,0,0,-3.06255636,0,0,-2.41075536,0,0,0.99977697,0,-0.02111881,0,0,-0.311598,0,0,0,0,0,0,0,0,0,0,0,0,0
3.64574699,11.26759289,19.99999763,3,11.06732686,0,0,-0.47635643,0,0,-3.10996459,0,0,-2.32980025,0,0,0.99970574,0,-0.02425769,0,0,-0.31624074,0,0,0,0,0,0,0,0,0,0,0,0,0
3.66574699,11.48883999,19.99999763,3,11.05717466,0,0,-0.53901621,0,0,-3.15573782,0,0,-2.247263,0,0,0.9996234,0,-0.02744175,0,0,-0.32068337,0,0,0,0,0,0,0,0,0,0,0,0,0
3.68574699,11.70987146,19.99999763,3,11.04576022,0,0,-0.60257484,0,0,-3.19984491,0,0,-2.16319551,0,0,0.9995296,0,-0.03066893,0,0,-0.32492091,0,0,0,0,0,0,0,0,0,0,0,0,0
3.70574699,11.93066187,19.99999763,3,11.0330659,0,0,-0.6669987,0,0,-3.24225578,0,0,-2.07764971,0,0,0.99942397,0,-0.0339371,0,0,-0.32894858,0,0,0,0,0,0,0,0,0,0,0,0,0
3.72574699,12.15118545,19.99999763,3,11.01907473,0,0,-0.73225357,0,0,-3.28294139,0,0,-1.99067752,0,0,0.9993062,0,-0.03724409,0,0,-0.33276184,0,0,0,0,0,0,0,0,0,0,0,0,0
3.74574699,12.3714161,19.99999763,3,11.00377044,0,0,-0.79830466,0,0,-3.32187372,0,0,-1.90233087,0,0,0.99917598,0,-0.0405877,0,0,-0.33635639,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76574699,12.59132741,19.99999763,3,10.98713747,0,0,-0.86511665,0,0,-3.35902581,0,0,-1.81266166,0,0,0.99903304,0,-0.04396566,0,0,-0.33972823,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78574699,12.81089264,19.99999763,3,10.96916095,0,0,-0.93265365,0,0,-3.39437172,0,0,-1.72172183,0,0,0.99887714,0,-0.04737568,0,0,-0.3428736,0,0,0,0,0,0,0,0,0,0,0,0,0
3.80574699,13.03008479,19.99999763,3,10.94982673,0,0,-1.00087931,0,0,-3.42788656,0,0,-1.62956329,0,0,0.99870806,0,-0.05081541,0,0,-0.34578907,0,0,0,0,0,0,0,0,0,0,0,0,0
3.82574699,13.24887657,19.99999763,3,10.92912143,0,0,-1.06975675,0,0,-3.45954647,0,0,-1.53623797,0,0,0.99852562,0,-0.0542825,0,0,-0.3484715,0,0,0,0,0,0,0,0,0,0,0,0,0
3.84574699,13.46724043,19.99999763,3,10.90703237,0,0,-1.13924865,0,0,-3.48932864,0,0,-1.44179778,0,0,0.99832966,0,-0.05777455,0,0,-0.35091807,0,0,0,0,0,0,0,0,0,0,0,0,0
3.86574699,13.68514856,19.99999763,3,10.88354764,0,0,-1.20931723,0,0,-3.51721129,0,0,-1.34629464,0,0,0.99812005,0,-0.06128912,0,0,-0.35312629,0,0,0,0,0,0,0,0,0,0,0,0,0
3.88574699,13.90257295,19.99999763,3,10.85865609,0,0,-1.2799243,0,0,-3.54317369,0,0,-1.24978048,0,0,0.99789673,0,-0.06482378,0,0,-0.35509401,0,0,0,0,0,0,0,0,0,0,0,0,0
3.90574699,14.11948536,19.99999763,3,10.83234733,0,0,-1.35103125,0,0,-3.56719612,0,0,-1.15230721,0,0,0.99765962,0,-0.06837605,0,0,-0.35681944,0,0,0,0,0,0,0,0,0,0,0,0,0
3.92574699,14.33585733,19.99999763,3,10.80461176,0,0,-1.42259909,0,0,-3.58925993,0,0,-1.05392677,0,0,0.99740871,0,-0.07194345,0,0,-0.35830113,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94574699,14.55166026,19.99999763,3,10.77544056,0,0,-1.49458847,0,0,-3.60934749,0,0,-0.95469105,0,0,0.99714402,0,-0.07552348,0,0,-0.35953799,0,0,0,0,0,0,0,0,0,0,0,0,0
3.96574699,14.76686533,19.99999763,3,10.74482568,0,0,-1.5669597,0,0,-3.62744221,0,0,-0.854652,0,0,0.9968656,0,-0.07911365,0,0,-0.36052928,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98574699,14.98144361,19.99999763,3,10.71275989,0,0,-1.63967277,0,0,-3.64352856,0,0,-0.75386153,0,0,0.99657354,0,-0.08271145,0,0,-0.36127464,0,0,0,0,0,0,0,0,0,0,0,0,0
4.00574699,15.19536601,19.99999763,3,10.67923676,0,0,-1.71268736,0,0,-3.65759201,0,0,-0.65237155,0,0,0.99626795,0,-0.08631437,0,0,-0.36177408,0,0,0,0,0,0,0,0,0,0,0,0,0
4.02574699,15.40860333,19.99999763,3,10.64425066,0,0,-1.78596287,0,0,-3.6696191,0,0,-0.550234,0,0,0.995949,0,-0.08991991,0,0,-0.36202794,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04574699,15.62112625,19.99999763,3,10.60779678,0,0,-1.85945846,0,0,-3.6795974,0,0,-0.44750078,0,0,0.99561688,0,-0.09352558,0,0,-0.36203696,0,0,0,0,0,0,0,0,0,0,0,0,0
4.06574699,15.83290539,19.99999763,3,10.56987113,0,0,-1.93313303,0,0,-3.68751551,0,0,-0.34422383,0,0,0.99527181,0,-0.0971289,0,0,-0.36180219,0,0,0,0,0,0,0,0,0,0,0,0,0
4.08574699,16.04391126,19.99999763,3,10.53047054,0,0,-2.00694528,0,0,-3.69336308,0,0,-0.24045506,0,0,0.99491406,0,-0.1007274,0,0,-0.36132506,0,0,0,0,0,0,0,0,0,0,0,0,0
4.10574699,16.25411436,19.99999763,3,10.48959267,0,0,-2.08085369,0,0,-3.69713078,0,0,-0.13624639,0,0,0.99454393,0,-0.10431863,0,0,-0.36060731,0,0,0,0,0,0,0,0,0,0,0,0,0
4.12574699,16.46348511,19.99999763,3,10.44723603,0,0,-2.15481659,0,0,-3.69881034,0,0,-0.03164974,0,0,0.99416173,0,-0.10790018,0,0,-0.35965105,0,0,0,0,0,0,0,0,0,0,0,0,0
4.14574699,16.67199394,19.99999763,3,10.40339993,0,0,-2.22879214,0,0,-3.69839453,0,0,0.07328296,0,0,0.99376784,0,-0.11146965,0,0,-0.35845866,0,0,0,0,0,0,0,0,0,0,0,0,0
4.16574699,16.87961125,19.99999763,3,10.35808454,0,0,-2.30273836,0,0,-3.69587713,0,0,0.1784998,0,0,0.99336264,0,-0.11502466,0,0,-0.35703287,0,0,0,0,0,0,0,0,0,0,0,0,0
4.18574699,17.08630746,19.99999763,3,10.31129087,0,0,-2.37661318,0,0,-3.69125299,0,0,0.28394885,0,0,0.99294654,0,-0.1185629,0,0,-0.35537666,0,0,0,0,0,0,0,0,0,0,0,0,0
4.20574699,17.29205304,19.99999763,3,10.26302077,0,0,-2.45037441,0,0,-3.68451798,0,0,0.3895782,0,0,0.99252001,0,-0.12208206,0,0,-0.35349332,0,0,0,0,0,0,0,0,0,0,0,0,0
4.22574699,17.49681847,19.99999763,3,10.21327693,0,0,-2.5239798,0,0,-3.67566901,0,0,0.49533592,0,0,0.99208351,0,-0.12557988,0,0,-0.35138639,0,0,0,0,0,0,0,0,0,0,0,0,0
4.24574699,17.70057432,19.99999763,3,10.1620629,0,0,-2.59738706,0,0,-3.66470403,0,0,0.60117009,0,0,0.99163755,0,-0.12905414,0,0,-0.34905965,0,0,0,0,0,0,0,0,0,0,0,0,0
4.26574699,17.90329121,19.99999763,3,10.10938305,0,0,-2.67055385,0,0,-3.65162204,0,0,0.7070288,0,0,0.99118265,0,-0.13250269,0,0,-0.34651712,0,0,0,0,0,0,0,0,0,0,0,0,0
4.28574699,18.1049399,19.99999763,3,10.05524263,0,0,-2.74343783,0,0,-3.63642306,0,0,0.81286012,0,0,0.99071935,0,-0.13592338,0,0,-0.34376301,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30574699,18.30549122,19.99999763,3,9.99964771,0,0,-2.81599666,0,0,-3.61910816,0,0,0.91861213,0,0,0.99024824,0,-0.13931414,0,0,-0.34080175,0,0,0,0,0,0,0,0,0,0,0,0,0
4.32574699,18.50491616,19.99999763,3,9.94260521,0,0,-2.88818806,0,0,-3.59967945,0,0,1.02423291,0,0,0.98976989,0,-0.14267295,0,0,-0.33763791,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34574699,18.70318583,19.99999763,3,9.88412291,0,0,-2.95996977,0,0,-3.57814007,0,0,1.12967054,0,0,0.98928491,0,-0.14599782,0,0,-0.33427624,0,0,0,0,0,0,0,0,0,0,0,0,0
